0.00127907	476	781.818	PDGFRA_003
0.00182957	672	546.577	PDGFRA_004
0.00289021	1053	345.996	PDGFRA_005
0.00259774	934	384.95	PDGFRA_006
0.00202711	905	493.313	PDGFRA_007
0.00130004	459	769.207	PDGFRA_008
0.00305964	1063	326.836	PDGFRA_009
0.00228227	995	438.16	PDGFRA_010
0.00129111	478	774.527	PDGFRA_011
0.00292114	1016	342.332	PDGFRA_012
0.00254171	968	393.436	PDGFRA_013
0.00204550	897	488.878	PDGFRA_014
0.00117650	410	849.979	PDGFRA_015
0.00241151	874	414.678	PDGFRA_016
0.00251085	942	398.272	PDGFRA_017
0.00099615	358	1003.86	PDGFRA_018
0.00222507	1024	449.424	PDGFRA_019
0.00246427	913	405.8	PDGFRA_020
0.00251181	893	398.119	PDGFRA_021
0.00125848	456	794.609	PDGFRA_022
0.00234469	859	426.496	PDGFRA_023
0.00330874	1143	302.23	PDGFRA_024
0.00296048	1012	337.783	PDGFRA_025
0.00116153	412	860.933	PIK3CA_001
0.00147546	557	677.755	PIK3CA_002
0.00157975	595	633.012	PIK3CA_003
0.00142125	524	703.606	PIK3CA_004
0.00171321	608	583.7	PIK3CA_005
0.00123426	451	810.202	PIK3CA_006
0.00128098	481	780.652	PIK3CA_007
0.00179758	678	556.303	PIK3CA_008
0.00156244	605	640.025	PIK3CA_009
0.00206598	809	484.032	PIK3CA_010
0.00114644	437	872.265	PIK3CA_011
0.00128848	484	776.108	PIK3CA_012
0.00188656	692	530.065	PIK3CA_013
0.00070047	241	1427.61	PIK3CA_014
0.00289123	1052	345.874	PIK3CA_015
0.00120611	483	829.112	PIK3CA_016
0.00169199	655	591.02	PIK3CA_017
0.00028275	101	3536.69	PIK3CA_018
0.00219496	871	455.589	PIK3CA_019
0.00099809	379	1001.91	PIK3CA_020
0.00151778	581	658.857	PIK3CA_021
0.00181716	723	550.309	PIK3CA_022
0.00167009	634	598.77	PIK3CA_023
0.00243099	950	411.355	PIK3CA_024
0.00092172	355	1084.93	PIK3CA_025
0.00253919	951	393.826	PIK3CA_026
0.00089985	358	1111.3	PIK3CA_027
0.00125559	484	796.438	PIK3CA_028
0.00173704	642	575.692	PIK3CA_029
0.00233480	927	428.302	PIK3CA_030
0.00133107	502	751.275	PIK3CA_031
0.00245013	984	408.142	PIK3CA_032
0.00203832	874	490.6	PIK3CA_033
0.00116184	422	860.704	PIK3CA_034
0.00198665	773	503.36	PIK3CA_035
0.00130452	524	766.565	PIK3CA_036
0.00165358	586	604.748	PIK3CA_037
